time,temperature,wind_speed,wind_direction,humidity,barometric_pressure,solar_radiation,precipitation
1/6/19 16:59,13,0.92,5,19,948,202,0
1/6/19 17:59,11.9,0.63,19,20,948,48,0
1/6/19 18:59,10.8,1.15,56,20,948,0,0
1/6/19 19:59,9.4,1.6,28,20,948,0,0
1/6/19 20:59,8.2,1.55,31,20,948,0,0
1/6/19 21:59,7.3,1.6,62,21,948,0,0
1/6/19 22:59,6.4,2.55,78,23,948,0,0
1/6/19 23:59,6.7,3.18,78,20,948,0,0
1/7/19 0:59,5.6,1.88,74,21,948,0,0
1/7/19 1:59,5.3,1.55,62,21,948,0,0
1/7/19 2:59,5,1.13,28,21,948,0,0
1/7/19 3:59,4.4,1.28,22,21,948,0,0
1/7/19 4:59,4.3,1.27,22,20,948,0,0
1/7/19 5:59,3.5,0.62,14,22,948,0,0
1/7/19 6:59,2.4,0.2,343,27,948,0,0
1/7/19 7:59,2.3,0.23,342,29,948,0,0
1/7/19 8:59,3,0.78,209,28,948,10,0
1/7/19 9:59,3.6,0.33,158,31,948,99,0
1/7/19 10:59,7.2,0.23,116,26,949,236,0
1/7/19 11:59,6.8,0.82,307,28,949,365,0
1/7/19 12:59,11.1,0.25,270,21,948,439,0
1/7/19 13:59,10.2,1.25,139,23,947,467,0
1/7/19 14:59,11.5,1.07,59,15,947,437,0
1/7/19 15:59,12.7,0.87,133,14,947,342,0
1/7/19 16:59,13.3,0.75,89,15,947,202,0
1/7/19 17:59,12,1.23,54,18,947,50,0
1/7/19 18:59,10.4,1.25,65,19,948,0,0
1/7/19 19:59,9.3,1.37,28,22,948,0,0
1/7/19 20:59,8.4,1.67,54,24,948,0,0
1/7/19 21:59,6.9,1.3,41,26,948,0,0
1/7/19 22:59,5.7,1.95,78,28,948,0,0
1/7/19 23:59,4.5,1.98,62,33,948,0,0
1/8/19 0:59,4,1.28,56,36,948,0,0
1/8/19 1:59,3.3,1.22,28,39,948,0,0
1/8/19 2:59,2.5,0.78,35,41,948,0,0
1/8/19 3:59,2.5,1.1,52,41,948,0,0
1/8/19 4:59,2.9,1.47,54,40,948,0,0
1/8/19 5:59,2,1.37,54,42,948,0,0
1/8/19 6:59,0.8,0.53,54,47,948,0,0
1/8/19 7:59,-0.4,0.7,73,53,948,0,0
1/8/19 8:59,-0.3,0.4,34,54,949,12,0
1/8/19 9:59,1.7,0.73,78,46,949,101,0
1/8/19 10:59,4.1,0.52,83,40,949,238,0
1/8/19 11:59,5.8,0.83,54,33,949,347,0
1/8/19 12:59,7.8,0.78,46,28,948,449,0
1/8/19 13:59,10.2,0.77,73,24,948,471,0
1/8/19 14:59,12.8,0.47,253,21,947,424,0
1/8/19 15:59,13.1,0.65,308,20,947,328,0
1/8/19 16:59,12.3,1,277,20,946,196,0
1/8/19 17:59,10.8,1.05,288,23,946,50,0
1/8/19 18:59,9.2,0.95,274,29,946,0,0
1/8/19 19:59,8.6,0.97,359,30,946,0,0
1/8/19 20:59,7.9,1.07,308,33,946,0,0
1/8/19 21:59,7,0.82,175,36,946,0,0
1/8/19 22:59,7.2,1.37,54,32,946,0,0
1/8/19 23:59,6.7,0.77,4,34,946,0,0
1/9/19 0:59,6,1.17,67,38,946,0,0
1/9/19 1:59,4,0.67,89,44,945,0,0
1/9/19 2:59,3.3,1.3,59,44,945,0,0
1/9/19 3:59,3.4,1.18,72,45,945,0,0
1/9/19 4:59,2.7,0.35,88,50,945,0,0
1/9/19 5:59,1.9,1.42,96,55,944,0,0
1/9/19 6:59,2,2.57,79,67,944,0,0
1/9/19 7:59,1.4,1.07,85,70,944,0,0
1/9/19 8:59,1.8,0.68,67,70,944,10,0
1/9/19 9:59,3.9,1.75,78,61,945,103,0
1/9/19 10:59,4.3,1.98,96,59,945,242,0
1/9/19 11:59,6.1,1.1,90,52,944,365,0
1/9/19 12:59,8.8,0.83,28,45,944,435,0
1/9/19 13:59,9.5,1.18,237,43,943,452,0
1/9/19 14:59,11.3,1.4,337,35,942,430,0
1/9/19 15:59,10.8,2.87,62,31,942,326,0
1/9/19 16:59,10.2,3.27,78,33,942,251,0
1/9/19 17:59,9,3.48,62,35,941,72,0
1/9/19 18:59,7.2,2.55,62,40,941,0,0
1/9/19 19:59,5.8,1.57,29,46,941,0,0
1/9/19 20:59,5,1.8,39,49,941,0,0
1/9/19 21:59,4.3,1.58,344,50,941,0,0
1/9/19 22:59,3.3,2.68,78,55,942,0,0
1/9/19 23:59,2.5,2.45,62,57,942,0,0
1/10/19 0:59,1.4,1.67,83,60,942,0,0
1/10/19 1:59,0.6,2.28,78,63,942,0,0
1/10/19 2:59,0.9,1.22,67,59,941,0,0
1/10/19 3:59,0.8,0.83,67,59,941,0,0
1/10/19 4:59,0.6,0.73,43,59,941,0,0
1/10/19 5:59,0,0.2,289,63,941,0,0
1/10/19 6:59,-0.3,0.27,344,65,941,0,0
1/10/19 7:59,-0.3,1.82,28,66,941,0,0
1/10/19 8:59,-0.4,2,59,65,942,10,0
1/10/19 9:59,0.6,2,73,61,942,104,0
1/10/19 10:59,1.6,2.98,53,56,943,235,0
1/10/19 11:59,2.7,3.45,67,52,943,368,0
1/10/19 12:59,3.9,2.93,70,46,943,454,0
1/10/19 13:59,4.9,3.02,62,42,942,486,0
1/10/19 14:59,5.4,3.3,105,39,942,454,0
1/10/19 15:59,5.7,3.1,83,33,942,359,0
1/10/19 16:59,5.7,2.32,78,32,942,218,0
1/10/19 17:59,4.7,2.55,28,35,942,61,0
1/10/19 18:59,3.2,2.33,32,41,942,0,0
1/10/19 19:59,1.8,3.07,31,46,942,0,0
1/10/19 20:59,1,3.07,32,50,943,0,0
1/10/19 21:59,0.2,3.2,37,53,943,0,0
1/10/19 22:59,-0.3,2.27,59,51,943,0,0
1/10/19 23:59,-0.9,2.35,65,49,944,0,0
1/11/19 0:59,-1.9,2.48,71,54,944,0,0
1/11/19 1:59,-2,1.35,53,53,944,0,0
1/11/19 2:59,-1.8,1.28,39,49,944,0,0
1/11/19 3:59,-2.1,1.27,83,46,944,0,0
1/11/19 4:59,-2,0.78,31,44,944,0,0
1/11/19 5:59,-2.4,0.28,125,44,944,0,0
1/11/19 6:59,-3.4,0.25,139,53,944,0,0
1/11/19 7:59,-3.4,0.38,133,52,944,0,0
1/11/19 8:59,-2.6,0.63,132,46,945,10,0
1/11/19 9:59,-0.4,0.93,89,39,945,104,0
1/11/19 10:59,0.6,1.2,72,40,946,242,0
1/11/19 11:59,1,1.67,113,37,946,366,0
1/11/19 12:59,2.4,1,184,36,946,444,0
1/11/19 13:59,4.1,0.75,308,33,946,465,0
1/11/19 14:59,5.1,1.03,292,31,946,428,0
1/11/19 15:59,5.2,1.45,337,32,945,334,0
1/11/19 16:59,5.8,0.7,78,31,945,205,0
1/11/19 17:59,4.7,0.82,0,34,946,57,0
1/11/19 18:59,3.9,0.57,316,37,946,0,0
1/11/19 19:59,3.5,0.72,277,40,946,0,0
1/11/19 20:59,3,0.53,274,42,946,0,0
1/11/19 21:59,2.5,0.63,48,45,947,0,0
1/11/19 22:59,1.6,1.37,26,52,947,0,0
1/11/19 23:59,1.3,0.47,57,53,947,0,0
1/12/19 0:59,0.4,0.62,291,56,947,0,0
1/12/19 1:59,0,0.08,158,54,947,0,0
1/12/19 2:59,0.3,0.55,68,56,947,0,0
1/12/19 3:59,0,0.37,54,58,947,0,0
1/12/19 4:59,-1.1,0.32,316,65,948,0,0
1/12/19 5:59,-0.5,0.55,20,63,947,0,0
1/12/19 6:59,-0.4,0.5,62,63,947,0,0
1/12/19 7:59,-1.6,0.27,12,67,947,0,0
1/12/19 8:59,-1.8,0.73,15,68,948,9,0
1/12/19 9:59,-0.4,0.9,67,63,948,96,0
1/12/19 10:59,2.4,0.98,48,55,948,242,0
1/12/19 11:59,2.6,2.4,59,56,948,371,0
1/12/19 12:59,5,1.1,78,50,948,454,0
1/12/19 13:59,6.8,0.92,90,44,948,478,0
1/12/19 14:59,7.1,1.25,78,43,947,447,0
1/12/19 15:59,8.4,0.92,308,40,947,352,0
1/12/19 16:59,8.4,0.75,6,39,947,209,0
1/12/19 17:59,7.1,0.68,263,42,947,58,0
1/12/19 18:59,5.3,1.48,280,46,947,0,0
1/12/19 19:59,4.7,1.52,292,50,948,0,0
1/12/19 20:59,4.2,0.92,15,52,948,0,0
1/12/19 21:59,3.6,0.2,223,54,948,0,0
1/12/19 22:59,3.3,0.28,13,56,948,0,0
1/12/19 23:59,3,0.45,67,59,948,0,0
1/13/19 0:59,2.1,0.8,28,64,948,0,0
1/13/19 1:59,0.9,0.3,31,68,948,0,0
1/13/19 2:59,0.1,0.65,122,70,948,0,0
1/13/19 3:59,-1,1.2,74,73,948,0,0
1/13/19 4:59,-0.9,0.4,8,74,947,0,0
1/13/19 5:59,-1.9,0.92,62,78,947,0,0
1/13/19 6:59,-2.8,2.07,73,81,947,0,0
1/13/19 7:59,-2.8,0.67,80,81,947,0,0
1/13/19 8:59,-2.3,1.18,83,78,947,13,0
1/13/19 9:59,-0.7,1,83,70,948,87,0
1/13/19 10:59,1.6,0.27,337,60,948,200,0
1/13/19 11:59,4.3,0.53,344,52,948,365,0
1/13/19 12:59,4.8,0.62,160,52,948,451,0
1/13/19 13:59,6.3,0.8,253,48,947,471,0
1/13/19 14:59,7.8,0.7,243,43,946,435,0
1/13/19 15:59,9.3,0.65,254,37,946,345,0
1/13/19 16:59,9.8,0.8,265,37,946,210,0
1/13/19 17:59,8.5,0.98,262,41,946,61,0
1/13/19 18:59,6.8,1.48,275,47,946,0,0
1/13/19 19:59,5.8,1.97,284,53,946,0,0
1/13/19 20:59,4.9,0.77,284,59,946,0,0
1/13/19 21:59,4.7,0.1,36,60,946,0,0
1/13/19 22:59,3.9,0.38,274,64,946,0,0
1/13/19 23:59,3.8,0.87,278,64,946,0,0
1/14/19 0:59,2.7,0.6,29,66,945,0,0
1/14/19 1:59,0.8,1.75,90,67,945,0,0
1/14/19 2:59,0.6,0.9,67,68,945,0,0
1/14/19 3:59,0.7,0.4,88,68,945,0,0
1/14/19 4:59,0.1,0.98,289,72,945,0,0
1/14/19 5:59,0,0.75,62,73,945,0,0
1/14/19 6:59,-0.6,1.13,65,75,945,0,0
1/14/19 7:59,-0.1,0.78,66,74,945,0,0
1/14/19 8:59,0.3,0.38,13,71,945,12,0
1/14/19 9:59,2.5,0.42,84,62,945,106,0
1/14/19 10:59,5.9,0.1,234,51,945,235,0
1/14/19 11:59,6,0.73,181,52,945,356,0
1/14/19 12:59,7.9,0.63,135,47,944,441,0
1/14/19 13:59,9.4,0.82,167,44,944,469,0
1/14/19 14:59,10,1.02,182,43,943,439,0
1/14/19 15:59,11.1,0.77,127,40,943,349,0
1/14/19 16:59,11.6,0.52,132,38,943,209,0
1/14/19 17:59,11.3,0.47,246,39,943,60,0
1/14/19 18:59,9,1.07,284,47,943,0,0
1/14/19 19:59,8.7,1.03,287,49,943,0,0
1/14/19 20:59,8.1,0.78,59,52,943,0,0
1/14/19 21:59,6.7,1.67,48,55,943,0,0
1/14/19 22:59,6.2,1.15,12,54,943,0,0
1/14/19 23:59,4.9,1.3,12,57,943,0,0
1/15/19 0:59,4.1,0.85,42,55,943,0,0
1/15/19 1:59,3,0.62,78,58,943,0,0
1/15/19 2:59,2.9,1.3,78,58,943,0,0
1/15/19 3:59,3.1,2.4,59,61,943,0,0
1/15/19 4:59,3.1,3.13,21,59,942,0,0
1/15/19 5:59,2.4,3.13,32,62,942,0,0
1/15/19 6:59,1.8,3.2,53,65,942,0,0
1/15/19 7:59,1.5,2.58,62,66,942,0,0
1/15/19 8:59,1.1,1.63,51,67,943,13,0
1/15/19 9:59,2.2,1.95,30,57,943,112,0
1/15/19 10:59,3.5,2.2,38,54,943,253,0
1/15/19 11:59,5.5,1.23,31,49,943,379,0
1/15/19 12:59,8.3,0.62,1,42,943,463,0
1/15/19 13:59,10.6,0.63,103,36,942,485,0
1/15/19 14:59,10.2,0.92,139,35,942,454,0
1/15/19 15:59,10.6,1.03,116,35,941,363,0
1/15/19 16:59,11,0.57,213,35,941,222,0
1/15/19 17:59,10.2,0.45,263,37,941,56,0
1/15/19 18:59,8.6,0.65,244,42,941,0,0
1/15/19 19:59,7.5,0.25,147,48,942,0,0
1/15/19 20:59,7.2,0.3,237,49,942,0,0
1/15/19 21:59,6.4,0.38,306,52,942,0,0
1/15/19 22:59,5.9,0.33,343,51,942,0,0
1/15/19 23:59,4.2,0.6,59,55,942,0,0
1/16/19 0:59,3.2,0.2,254,58,942,0,0
1/16/19 1:59,2.6,0.52,48,62,942,0,0
1/16/19 2:59,2.4,0.53,65,64,942,0,0
1/16/19 3:59,0.6,1.27,68,71,941,0,0
1/16/19 4:59,0.1,0.98,67,73,941,0,0
1/16/19 5:59,0.4,0.33,88,72,941,0,0
1/16/19 6:59,-0.2,0.68,88,75,941,0,0
1/16/19 7:59,-0.6,0.62,59,76,941,0,0
1/16/19 8:59,-0.7,1,78,77,941,13,0
1/16/19 9:59,0,1.15,80,73,941,107,0
1/16/19 10:59,1.4,1.4,78,68,942,244,0
1/16/19 11:59,3.3,1.02,104,62,942,368,0
1/16/19 12:59,5.6,0.88,225,55,941,447,0
1/16/19 13:59,6.3,1.03,200,54,941,456,0
1/16/19 14:59,7,1.92,237,52,940,436,0
1/16/19 15:59,7.7,2.22,245,52,940,346,0
1/16/19 16:59,7.2,2.68,263,57,940,208,0
1/16/19 17:59,5.7,2.6,262,65,940,54,0
1/16/19 18:59,4.4,1.9,266,74,940,1,0
1/16/19 19:59,3.3,2.28,278,79,940,0,0
1/16/19 20:59,2.5,1.42,258,82,940,0,0
1/16/19 21:59,2,1.15,235,84,940,0,0
1/16/19 22:59,1.1,1.32,185,89,940,1,0
1/16/19 23:59,0.5,0.7,184,92,941,1,0
1/17/19 0:59,0.4,0.63,137,92,940,1,0
1/17/19 1:59,0.5,0.25,116,92,940,1,0
1/17/19 2:59,0.2,1.23,78,92,940,2,0
1/17/19 3:59,0,1.13,78,93,940,2,0
1/17/19 4:59,0.1,1.15,67,92,940,2,0
1/17/19 5:59,0,0.82,84,94,940,2,0
1/17/19 6:59,0.1,0.83,25,94,940,2,0
1/17/19 7:59,0.3,0.98,53,92,940,2,0
1/17/19 8:59,0.2,0.65,74,92,940,8,0
1/17/19 9:59,0.5,0.75,87,90,941,53,0
1/17/19 10:59,1.4,0.35,80,85,941,79,0
1/17/19 11:59,1.1,0.98,78,86,941,98,0
1/17/19 12:59,1.8,0.67,84,82,941,148,0
1/17/19 13:59,2.7,0.35,182,80,941,156,0
1/17/19 14:59,4.6,0.4,15,70,940,264,0
1/17/19 15:59,4.6,0.88,83,68,940,189,0
1/17/19 16:59,4.6,0.88,41,68,940,114,0
1/17/19 17:59,4.5,0.18,22,69,940,26,0
1/17/19 18:59,4.2,0.4,347,70,941,1,0
1/17/19 19:59,4,0.47,358,70,941,0,0
1/17/19 20:59,3.6,0.98,12,64,941,0,0
1/17/19 21:59,3,1,62,60,942,0,0
1/17/19 22:59,2,1.17,67,64,942,0,0
1/17/19 23:59,1.2,1.25,65,66,942,0,0
1/18/19 0:59,1,1.03,65,65,942,0,0
1/18/19 1:59,0.2,1.18,74,67,942,0,0
1/18/19 2:59,0.1,0.5,359,68,942,0,0
1/18/19 3:59,-0.1,0.5,343,72,942,0,0
1/18/19 4:59,-0.3,0.47,81,70,942,0,0
1/18/19 5:59,-0.9,0.77,54,72,941,0,0
1/18/19 6:59,-1.7,0.13,4,76,941,0,0
1/18/19 7:59,-1.7,0.43,81,76,941,0,0
1/18/19 8:59,-2.2,0.28,97,78,942,13,0
1/18/19 9:59,-1.3,0.52,78,72,942,85,0
1/18/19 10:59,-0.4,0.03,56,68,942,130,0
1/18/19 11:59,0.5,0.75,146,65,942,214,0
1/18/19 12:59,1.6,0.62,146,62,942,273,0
1/18/19 13:59,2.5,1.2,234,60,941,278,0
1/18/19 14:59,3.9,1.55,186,56,941,387,0
1/18/19 15:59,4.4,1.92,249,52,940,227,0
1/18/19 16:59,4.4,2.25,243,52,940,137,0
1/18/19 17:59,3.8,2.38,247,55,940,40,0
1/18/19 18:59,3.2,1.97,244,57,940,2,0
1/18/19 19:59,2.7,1.48,254,61,940,0,0
1/18/19 20:59,2.3,1.13,249,63,940,0,0
1/18/19 21:59,1.5,1.02,260,69,940,0,0
1/18/19 22:59,0.9,1.33,263,72,940,0,0
1/18/19 23:59,0.6,0.85,281,73,940,0,0
1/19/19 0:59,0.4,0.2,352,73,940,0,0
1/19/19 1:59,-0.2,0.47,90,77,940,0,0
1/19/19 2:59,-0.8,0.07,138,80,940,0,0
1/19/19 3:59,-1.4,0.4,254,82,940,0,0
1/19/19 4:59,-2.1,0.62,257,83,940,0,0
1/19/19 5:59,-2,0.18,306,84,940,0,0
1/19/19 6:59,-2.8,0.28,132,88,939,0,0
1/19/19 7:59,-3.1,0.47,122,89,940,0,0
1/19/19 8:59,-3,0.4,106,89,940,27,0
1/19/19 9:59,-2,0.42,78,82,940,75,0
1/19/19 10:59,-1.9,0.97,139,85,940,182,0
1/19/19 11:59,-2.2,0.73,142,96,940,116,0
1/19/19 12:59,-1,0.97,160,91,940,199,0
1/19/19 13:59,1,0.63,209,78,939,246,0
1/19/19 14:59,1,1.67,245,83,938,119,0.2
1/19/19 15:59,0.4,1.85,233,88,938,78,0.9
1/19/19 16:59,0.4,1.3,245,92,937,37,0.3
1/19/19 17:59,0.5,1.45,239,94,937,8,0.4
1/19/19 18:59,0.6,1.2,205,97,936,2,1.3
1/19/19 19:59,0.4,1.5,248,98,936,1,1.2
1/19/19 20:59,0.5,1.23,225,99,936,2,0.5
1/19/19 21:59,0.5,1.08,213,99,935,2,0
1/19/19 22:59,0.2,0.98,175,100,935,2,0
1/19/19 23:59,0.3,0.92,179,100,935,2,0
1/20/19 0:59,0.6,0.52,213,100,935,2,0.4
1/20/19 1:59,0.8,0.47,175,100,934,2,0.4
1/20/19 2:59,1,0.13,237,100,934,2,0.8
1/20/19 3:59,0.3,0.53,27,100,934,1,0.2
1/20/19 4:59,0.1,1.05,74,100,934,1,0
1/20/19 5:59,0.3,0.88,17,100,934,2,0
1/20/19 6:59,0.2,0.75,343,99,934,2,0
1/20/19 7:59,0.5,0.8,1,95,935,1,0
1/20/19 8:59,1.4,1.85,53,87,936,16,0
1/20/19 9:59,2.5,1.13,319,80,936,112,0
1/20/19 10:59,3.9,2.83,358,69,937,236,0
1/20/19 11:59,4.8,3.5,345,57,938,363,0
1/20/19 12:59,5.7,4.25,5,52,938,497,0
1/20/19 13:59,6.1,4.2,1,50,938,532,0
1/20/19 14:59,6.4,3.57,4,52,938,500,0
1/20/19 15:59,6.1,2.85,358,51,938,273,0
1/20/19 16:59,6.7,2.9,2,46,938,265,0
1/20/19 17:59,6.1,1.93,359,48,939,58,0
1/20/19 18:59,4.7,0.87,53,56,939,1,0
1/20/19 19:59,4.1,1.4,74,60,939,0,0
1/20/19 20:59,3.9,1.5,31,59,940,0,0
1/20/19 21:59,3,1.67,54,64,940,0,0
1/20/19 22:59,2.8,1,15,64,941,0,0
1/20/19 23:59,2.7,1.22,4,63,941,0,0
1/21/19 0:59,1.8,0.65,344,68,941,0,0
1/21/19 1:59,1.8,0.63,36,68,941,0,0
1/21/19 2:59,2.2,1.45,0,65,941,0,0
1/21/19 3:59,2.3,1.03,359,63,941,0,0
1/21/19 4:59,1.4,0.63,92,67,941,0,0
1/21/19 5:59,1,0.58,53,71,941,0,0
1/21/19 6:59,0.8,0.77,43,72,941,0,0
1/21/19 7:59,1.4,1.57,14,68,942,0,0
1/21/19 8:59,1.9,1,62,66,942,14,0
1/21/19 9:59,3.1,1.82,356,60,942,116,0
1/21/19 10:59,4.5,1.43,12,54,942,268,0
1/21/19 11:59,5.2,2.5,12,50,943,404,0
1/21/19 12:59,5.4,2.65,35,51,943,500,0
1/21/19 13:59,5.9,3.88,28,45,942,534,0
1/21/19 14:59,6.1,4.25,45,40,942,503,0
1/21/19 15:59,6.2,3.72,39,38,942,412,0
1/21/19 16:59,6,3.25,28,37,942,266,0
1/21/19 17:59,4.9,2.88,15,40,942,87,0
