customer_id,age,gender,purchase_amount,purchase_count,satisfaction_score,member_type
94,41,F,52.65045758454232,4,4.477179467466193,Bronze
95,43,M,224.52525068481322,1,7.98580165194408,Silver
96,42,F,26.130581248389046,9,6.791096939998622,Gold
97,62,M,23.96600813788579,3,9.268796053453826,Bronze
98,58,F,3.1629049095555,1,5.3026560901805055,Bronze
99,46,M,105.45958588759896,5,6.153827799082608,Bronze
100,32,M,45.96990541722013,4,6.444351097884341,Gold
101,62,F,199.77380588267937,6,6.771249894774532,Gold
102,18,F,64.09531147028137,5,6.481028753646264,Bronze
103,42,M,344.8082341200801,8,6.509982151136519,Silver
104,24,M,20.52121782608384,5,6.485406184921506,Bronze
105,26,F,202.96855047299104,7,3.8932301761293004,Bronze
106,41,M,149.87773046742976,4,8.490001752411652,Bronze
107,18,F,147.36920438900364,1,10.0,Bronze
108,61,F,186.2932610814589,5,7.447406656901482,Bronze
109,25,F,143.1392112603727,4,5.29637372821256,Bronze
110,41,F,98.40887504235639,3,5.448192053727569,Silver
111,28,M,14.069398592758247,2,7.919761002837352,Bronze
112,68,F,3.306691334998571,12,7.578204213772365,Bronze
113,34,M,253.6383301814264,5,6.573564834169993,Bronze
114,25,F,95.88076894307802,10,8.130106556318779,Bronze
115,52,M,159.22725389316395,6,3.9041724298682627,Bronze
116,52,F,65.68583602697946,1,8.131093190846686,Bronze
117,50,M,12.477916417400802,6,7.35664174689234,Bronze
118,22,M,13.37437491163384,2,5.506078013825151,Bronze
119,59,F,115.69788149447113,4,4.850014107428973,Bronze
120,56,F,56.26557199241903,5,7.181990924118441,Bronze
121,58,F,22.37996748916361,8,9.110857205151646,Silver
122,45,F,67.6476013409331,4,6.6578601520044485,Silver
123,24,M,6.636305079345966,2,5.720972475650741,Bronze
124,26,F,87.22054323249506,1,7.286932390204379,Bronze
125,25,M,31.33327966124574,8,9.73130771518521,Bronze
126,29,M,159.7307290031962,8,7.6469497195955745,Bronze
127,51,F,37.15883971801938,4,7.809102982314112,Bronze
128,50,M,60.73735091953125,1,8.834197953955833,Bronze
129,65,M,1.1688586050930903,9,7.708836099075734,Bronze
130,40,M,7.520522230669786,4,5.828545439259768,Gold
131,41,M,49.83924970857172,2,4.383152572152946,Bronze
132,54,F,65.38088487800127,4,5.6175203203326065,Bronze
133,52,F,91.63421034919133,3,5.342910542353488,Bronze
134,61,F,34.48347150744582,8,7.988962179266991,Gold
135,57,F,118.73841143891859,9,8.197522077023661,Silver
136,39,M,196.69875044031022,4,7.263358092573232,Bronze
137,44,M,151.34506386975707,4,5.09696203473524,Silver
138,52,F,4.0425016397703155,5,9.679895535890044,Bronze
139,18,F,65.49018415021082,11,6.375684679240617,Silver
140,52,F,11.085355080954614,8,7.905221515452305,Silver
141,54,M,27.71312827847182,6,7.073987255049339,Bronze
142,64,F,431.71826552294334,2,7.312995224874872,Silver
143,31,F,15.372890217305862,8,7.852276005010596,Bronze
144,20,F,69.09259562090074,7,5.955969757598572,Bronze
145,18,M,96.27424349612865,6,8.958103639397748,Bronze
146,22,M,121.22233148577382,5,4.6307418743690905,Silver
147,43,M,82.01824240381106,3,5.442165540946173,Bronze
148,31,M,0.9818895384563227,5,8.938644061505624,Bronze
149,56,M,39.520983599786014,3,7.885007141656707,Silver
150,44,M,72.92130935726833,3,10.0,Bronze
151,26,M,9.196891710405072,7,7.102525665479695,Bronze
152,32,M,43.17478910836826,4,9.55064394468864,Bronze
153,32,F,3.3766845705524053,4,4.213781826004895,Bronze
154,43,F,8.183768960808726,6,4.8797275402042075,Bronze
155,59,M,50.57108535355949,6,8.34328830612546,Bronze
156,30,M,14.238850592466138,3,4.389448261578272,Gold
157,68,F,83.82674039181207,4,6.703948589485766,Silver
158,49,M,116.9458563158434,6,8.750813625470737,Bronze
159,56,M,161.23757191107592,6,7.751756896733003,Bronze
160,66,M,22.33313742578472,6,7.016642830479369,Bronze
161,69,F,18.330113513507694,6,6.326338796756027,Silver
162,49,F,11.044881728507567,3,7.303338811887947,Bronze
163,21,F,101.17841147041304,5,7.865872558563295,Bronze
164,47,F,122.57949395115995,2,6.008658494520725,Silver
165,54,F,3.2095746736032114,5,7.557604042018071,Bronze
166,40,M,275.21940544489087,3,8.617646116298065,Bronze
167,56,F,5.337048567900803,3,6.666282800050213,Silver
168,62,M,77.9350888095622,5,7.102184275210978,Silver
169,32,M,123.46400040612392,11,7.7256682510041665,Bronze
170,60,F,204.77035524547608,7,7.827001324134616,Silver
171,46,F,125.20674728720263,7,8.31768035949766,Bronze
172,53,M,161.8115872596726,4,5.478437566027075,Silver
173,30,M,41.46827491464336,1,6.206616246422035,Bronze
174,49,M,168.64545693479235,4,6.26218196192552,Silver
175,24,F,8.350644975816266,5,5.644131752255985,Gold
176,68,F,225.20503187852162,4,4.302379117963278,Gold
177,39,F,79.31716828789294,4,2.1182815880534385,Gold
178,45,F,169.98976096655187,7,8.79317906762947,Bronze
179,19,F,60.20609719350464,6,4.669160493328686,Bronze
180,59,M,103.16390017200887,8,9.349763690058863,Bronze
181,62,F,74.73978139587696,4,8.109114232924693,Silver
182,23,M,131.52378349869207,3,6.3914674302906205,Silver
183,45,M,8.515489988895617,0,7.9246331572221,Bronze
184,45,M,6.225003131901508,4,7.637699870070582,Gold
185,61,F,28.38271575399164,1,5.347338455590339,Silver
186,61,F,17.381148651515005,4,6.977533339555554,Gold
187,37,F,205.40355570023982,3,5.530241841187761,Silver
188,47,M,24.745415818055395,5,7.981192003256639,Bronze
189,28,M,372.41028094340936,6,5.927168572300918,Bronze
190,45,M,41.08231243314293,6,6.8550556957049915,Bronze
191,42,M,20.103710397885287,4,6.790301621483875,Bronze
192,56,M,155.92130975943473,4,7.182368500809073,Silver
193,50,M,107.50162053415187,5,9.493832621671032,Silver
194,18,F,68.95451087234338,1,6.638559125716123,Silver
195,44,F,81.04982991156207,9,8.826890712961774,Silver
196,69,F,127.01189397289663,7,7.719995491502557,Bronze
197,30,F,25.935994568670672,5,9.127603819054874,Bronze
198,58,M,560.8631232047704,4,6.492346322777771,Bronze
199,20,M,368.0639977890095,5,8.044204362954352,Bronze
200,56,F,105.07530901325568,4,6.911097966099488,Bronze
201,23,M,22.257177846889334,1,2.5159104682551794,Bronze
202,25,F,114.01477952753687,3,5.365234622469287,Bronze
203,44,F,7.493737183429329,7,7.873565418929127,Bronze
204,26,F,3.1132116523619477,6,7.774397374419998,Silver
205,54,M,29.797875313889655,10,5.057533917047615,Bronze
206,50,F,62.105530187343895,4,7.330551323257005,Bronze
207,68,F,202.70199251908406,5,7.754890339788258,Bronze
208,59,F,129.8902978817889,6,6.94800164539359,Gold
209,61,M,135.7537904749322,6,8.093227956489454,Bronze
210,41,M,55.42435794074139,8,7.888832961893153,Bronze
211,32,F,42.45485326894826,4,6.947284630892939,Silver
212,49,M,46.36856505472971,3,6.233762771703822,Bronze
213,49,M,439.40638915165044,3,8.563812388138764,Gold
214,41,M,4.093574204392867,9,7.694743146818232,Bronze
215,58,M,201.76429917557388,7,4.927851021204553,Bronze
216,69,M,86.43517413526625,2,7.331346484122081,Bronze
217,66,M,57.734908103465955,2,5.2734629358133995,Silver
218,66,M,129.19215674888704,4,5.553148101356237,Bronze
219,69,M,66.6834303599214,6,6.022134946921545,Bronze
220,29,M,206.69063412677667,9,7.067309853489553,Bronze
221,56,M,230.96284796203744,11,7.561728366386928,Bronze
222,19,F,54.76987013540248,4,6.386587166138092,Bronze
223,20,F,32.41079070851419,7,6.452226075559398,Silver
224,66,M,89.73471219409093,7,6.245134517047479,Silver
225,54,F,243.4555939523599,3,8.571270455631442,Bronze
226,66,F,23.656089895002456,7,2.7205847446005205,Bronze
227,34,M,97.54214576995756,5,6.5369838854878255,Silver
228,66,M,99.84780002255434,2,9.31747719307355,Bronze
229,19,M,132.09300151268556,9,7.775845075416081,Bronze
230,19,F,14.106562970266042,6,8.900270860850688,Bronze
231,45,F,125.81649091271099,3,3.948626710733615,Silver
232,40,M,239.7253206289245,6,5.136626152796316,Gold
233,54,M,19.806456078014456,3,7.7710722110297015,Silver
234,49,M,27.120959168716197,2,9.325945889886501,Bronze
235,50,F,355.4177038861512,8,5.288145674732908,Bronze
236,18,F,19.96430547551579,4,6.4183573259402165,Silver
237,36,F,192.6789767756658,5,7.602196212800492,Bronze
238,19,F,67.7820942553549,4,4.821252404368455,Gold
239,61,M,28.399696999437047,3,7.782536889371475,Gold
240,43,M,204.6006001744849,4,2.986473026445645,Bronze
241,49,M,58.933732555995576,3,7.7383591966972824,Gold
242,23,M,72.32298691011181,11,5.507372548168236,Bronze
243,49,F,44.50899591778079,6,6.32860421422538,Silver
244,21,F,89.88213426850785,5,7.977825921905452,Bronze
245,28,M,17.855729761763136,5,7.670878233238376,Bronze
246,34,M,49.60709063634736,5,6.988028193472443,Silver
247,55,F,348.71580418211437,3,8.453560827453025,Silver
248,41,M,29.85858804240062,6,4.449735981071765,Bronze
249,22,F,106.92573845171027,4,7.306621557252121,Bronze
250,69,M,39.332420438892704,5,5.814744803712276,Bronze
251,51,M,148.48916907071649,3,8.377047203019979,Bronze
252,23,M,14.026677961013675,7,8.030600604454179,Bronze
253,39,M,350.06104544244,3,8.085022328296008,Bronze
254,28,M,60.47509221647378,6,9.468072749060703,Bronze
255,65,M,26.925354349772025,7,8.689521298652465,Bronze
256,33,M,7.633772255593707,1,6.763867999339883,Bronze
257,50,F,18.603794010459392,6,6.998098219768755,Bronze
258,26,F,73.34983454295815,4,7.9014075710675895,Bronze
259,23,F,41.098507980516665,2,7.204262012121744,Gold
260,33,F,176.54098841221574,2,8.057759982864576,Bronze
261,46,F,56.36771906855924,5,3.654519362840457,Gold
262,20,M,28.5969236975851,5,9.821205278189975,Silver
263,37,M,96.00989165734678,3,7.091542875334481,Silver
264,53,F,122.68226069593449,5,4.56630200366116,Silver
265,36,M,18.277194768584682,11,5.629309972624718,Silver
266,43,F,18.34652701307607,2,3.806009423246166,Bronze
267,20,F,3.7360728009482735,6,5.364647379721374,Bronze
268,36,M,133.33301207898342,5,6.786627357040321,Silver
269,37,M,109.0062525147099,3,9.272071918741604,Bronze
270,49,M,64.36541696352927,4,7.616011878129701,Silver
271,24,F,185.89924906761502,10,7.349290917946863,Bronze
272,69,M,163.81983211693515,1,5.297343218176432,Silver
273,58,F,88.03310136359215,8,5.763272041519733,Bronze
274,50,F,202.70106265290028,3,5.879608459941707,Bronze
275,57,F,23.047185037057353,5,5.940807081720842,Bronze
276,56,M,11.869302139028457,4,6.472694685627093,Silver
277,35,M,31.43678057281079,11,6.585983407425279,Silver
278,57,F,5.878110672996271,3,6.491382439559728,Bronze
279,18,M,75.75140428339438,4,5.993013654597276,Silver
280,28,M,275.83812054019666,3,7.20257974871834,Bronze
281,45,M,4.013841640938224,3,6.528377824949837,Bronze
282,42,F,13.023387998311675,8,4.606649130666659,Bronze
283,67,F,60.18432483019309,1,7.0515727333869025,Bronze
284,40,M,271.62086538759945,5,6.824854003327635,Bronze
285,48,F,38.0025611056787,7,4.630558821167236,Bronze
286,47,M,70.77225037713451,3,6.1130478299551925,Silver
287,59,M,4.24617330010517,7,7.8956088415170385,Silver
288,52,M,16.05716513364189,5,5.295325092008943,Bronze
289,24,M,431.4751084533379,7,5.13673139540726,Bronze
290,33,F,335.5804307819909,5,6.512674567012392,Bronze
291,43,F,0.4952222973827616,7,7.934398404717946,Bronze
292,65,F,303.26407986788155,5,9.715491386084043,Bronze
293,69,M,101.92096135685009,4,7.988403032280526,Bronze
294,66,M,202.43345669765108,5,8.627241610234162,Gold
295,19,M,60.64922690920095,11,7.520046442752496,Silver
296,18,F,72.4836068697771,7,5.972326030535904,Bronze
297,65,M,67.108549950886,6,7.977566614895369,Bronze
298,29,F,109.92052370655834,3,6.871587926607819,Bronze
299,22,F,15.041745420945718,0,7.565550756742019,Silver
300,54,F,3.043198091997127,10,5.580955260473559,Bronze
301,49,F,36.80680880137809,5,7.699668701259709,Bronze
302,26,F,121.96983475408393,5,6.819237704851155,Silver
303,58,F,22.546305443661037,3,7.346886620776125,Bronze
304,52,M,111.91184093319791,4,6.872390237762302,Bronze
305,36,M,350.363039022921,2,6.584195326987476,Bronze
306,65,F,9.860639372178696,2,7.727036169427612,Bronze
307,33,F,111.65790839045361,7,6.390863306662654,Bronze
308,20,M,58.65378397571735,3,4.6169678044336155,Bronze
309,37,F,202.60316221935165,1,4.189044886476331,Bronze
310,41,F,19.498109905864382,3,7.276624854140467,Bronze
311,50,M,117.96898763803539,7,6.329173277906716,Silver
312,41,F,182.08708615976457,5,4.406351233851924,Bronze
313,69,F,289.3432387380273,5,7.1598024505806706,Bronze
314,28,F,114.96362349846221,4,6.859188167539961,Silver
315,66,M,68.75126126115396,5,6.250579610165901,Silver
316,25,M,96.19348555509416,5,7.370213977271279,Silver
317,53,M,203.18329093679114,3,8.972641015161706,Bronze
318,55,F,84.53890920690058,3,8.926886078027708,Bronze
319,57,F,3.08583177339052,6,7.215646964662877,Silver
320,37,M,267.2905507299173,6,6.8729343507057195,Silver
321,52,F,116.96575360111503,4,7.236602811417521,Bronze
322,65,F,112.85975438794891,9,7.463510399161523,Gold
323,42,F,24.293199801802395,6,6.5975527344129175,Bronze
324,52,F,107.55369936680887,5,7.261814589929654,Gold
325,42,F,50.06515648958588,5,4.639555643437304,Silver
326,46,M,105.33511356872364,4,7.122023325020146,Silver
327,35,F,11.271306878269606,10,7.715220392536907,Gold
328,63,M,107.24923184658566,6,6.265237086990391,Silver
329,35,F,744.1722909704406,2,6.856791033570852,Bronze
330,19,M,4.941299889430069,4,5.332741928948314,Bronze
331,52,F,377.98631125622285,3,5.1245296255610295,Bronze
332,33,M,52.24056824545973,2,7.316222616938786,Bronze
333,58,F,204.6033461015753,5,5.905655476393576,Silver
334,53,M,152.50300569342926,6,4.334761507635963,Bronze
335,50,F,83.70551059265524,5,5.332332551298337,Bronze
336,21,M,134.11267858526585,10,5.550431359311896,Bronze
337,50,F,210.79691009583397,5,8.161870746597613,Silver
338,31,M,51.77500786487027,5,7.268671017052701,Bronze
339,38,M,39.60592247910065,4,5.69259670276405,Bronze
340,65,F,110.13963171723069,4,6.11835114254326,Bronze
341,37,F,164.94578429710734,3,8.968126624160838,Silver
342,25,M,143.6683368820512,6,8.404153652795426,Bronze
343,24,F,159.85654764477755,4,5.322909358027258,Silver
344,20,M,57.19624967418865,2,8.745288789439488,Bronze
345,34,M,170.28381063858632,9,6.879056787325284,Bronze
346,50,M,12.807096265357146,5,8.199417439084366,Gold
347,65,F,78.63356283442829,9,6.75503806749774,Bronze
348,29,M,0.5775305516253855,5,8.778743798113263,Bronze
349,68,M,39.242919094318786,5,5.260569082690302,Bronze
350,39,F,45.64345626291861,1,6.616824352927726,Bronze
351,39,F,50.44670351886674,5,8.824689666848675,Bronze
352,63,F,118.89765020311442,8,3.4110877777041058,Bronze
353,47,F,49.19353427114065,6,6.930907893813302,Bronze
354,55,M,59.54645855639284,2,6.409680520190219,Bronze
355,55,M,27.121064873197792,5,8.026991845815617,Silver
356,62,M,46.72104005506762,5,8.604870153116458,Silver
357,68,M,25.782509753304883,4,8.095425728960446,Bronze
358,25,F,7.601308825538721,6,7.361500380095869,Bronze
359,44,M,92.49495953184562,5,7.0608468221430405,Bronze
360,44,M,110.3261475071069,6,6.485934067780153,Bronze
361,51,F,96.62437301484182,5,7.314958932286947,Bronze
362,38,M,62.26776150169474,4,9.189482244378265,Bronze
363,47,M,47.76903447798999,7,5.754231552583688,Bronze
364,50,M,199.0212721894755,5,6.39687778731389,Bronze
365,45,M,73.20580548015936,7,6.886735041149789,Bronze
366,64,M,65.23543915152494,6,8.501399018793503,Gold
367,50,M,2.597655394201447,4,7.334953509328308,Bronze
368,22,F,41.74078814107977,8,8.475222843317786,Silver
369,65,F,47.83513648988052,4,8.5511649857554,Silver
370,36,M,50.88655141979992,3,7.8880552387299705,Bronze
371,21,M,86.79110548652706,5,5.40400957515167,Bronze
372,52,F,76.27171043528689,10,9.491640867845073,Bronze
373,66,M,93.62513582748197,6,9.118571006639051,Bronze
374,34,M,144.7673128786881,4,7.095310075753505,Bronze
375,61,M,167.65704014851647,3,4.927344636274668,Silver
376,45,F,126.62847438313909,3,4.659252763188465,Bronze
377,47,M,311.27987250042054,5,7.3814734398305655,Bronze
378,46,F,1.8400844582700027,2,5.947374336803821,Silver
379,63,M,21.787991071251295,6,4.424216299959432,Silver
380,23,F,0.7591618531415689,2,4.630951450955497,Bronze
381,52,F,104.26329264077516,5,6.295026140004987,Silver
382,58,M,228.3082010066477,2,7.292394360716467,Bronze
383,54,F,27.90293442777735,6,9.10856957652374,Bronze
384,41,M,261.77691662237186,3,7.726331161520263,Bronze
385,46,F,6.215990193872064,5,6.427893204292879,Bronze
386,66,M,272.4728923000118,2,7.569924336509199,Gold
387,63,M,43.32824793065384,6,7.435851378382987,Bronze
388,48,F,10.694046139193686,6,8.10931781079391,Bronze
389,52,M,66.52825488994117,7,6.940086829624204,Bronze
390,50,M,29.675856307817188,6,8.554296626518166,Bronze
391,69,F,33.529499259166194,6,8.236677700341227,Bronze
392,38,M,36.71437871612786,4,7.124050005457855,Bronze
393,49,M,162.46830199654235,4,6.821163465601144,Silver
394,40,F,77.47071381382604,7,8.37962271848564,Bronze
395,50,F,37.29606957534525,5,5.929788522839442,Bronze
396,20,M,94.24647609545124,5,4.740080756284909,Bronze
397,35,M,125.93117246481013,8,4.731553012474007,Bronze
398,42,F,31.831174220804602,4,5.805438287365736,Bronze
399,59,F,53.36663339591021,2,7.989478448165874,Silver
400,48,M,12.997895952140054,3,6.365801718085205,Gold
401,20,F,19.985356772213873,4,7.306774004216839,Bronze
402,57,M,114.29336926261702,6,6.257055893678396,Bronze
403,63,M,20.020656148364722,9,6.268963951024051,Silver
404,41,M,74.47844997321,3,5.46180448823327,Bronze
405,67,M,123.45909994396855,5,6.862156561876468,Bronze
406,49,M,11.303088352047043,3,6.737254396331565,Bronze
407,64,F,83.77388725681469,2,7.618997534772733,Silver
408,39,F,29.647096009248415,4,7.431546410517576,Bronze
409,40,F,329.4862971807926,9,6.704278928562381,Silver
410,19,F,66.07683713268071,4,4.740866732409737,Silver
411,44,M,163.9858717435359,5,8.605869201367417,Bronze
412,59,M,79.90112499936112,8,6.872433491442965,Silver
413,19,M,4.4383049279866125,8,7.119464034840846,Silver
414,43,M,100.28059835743524,5,9.400742598716587,Bronze
415,34,F,302.42005201247326,3,8.362333189893926,Bronze
416,57,M,92.03284227538245,9,7.669673798225096,Bronze
417,50,M,171.03022147077291,2,6.996541318943762,Bronze
418,26,F,215.59465301540334,8,6.982531676748771,Bronze
419,60,F,25.887406583650023,7,7.360171746582793,Bronze
420,65,F,23.831409418015575,6,7.610360088784947,Bronze
421,56,F,94.41270647095304,9,9.567102633676202,Silver
422,46,M,52.93774323335773,3,10.0,Bronze
423,59,M,183.1714982168924,6,7.435391208105324,Bronze
424,43,F,230.28163537128557,7,3.770085891934551,Bronze
425,52,M,43.60604784235147,7,5.57238329006242,Bronze
426,67,M,27.032761460844306,5,9.717245322807651,Bronze
427,42,M,151.65192957924486,5,8.07797894238362,Bronze
428,41,F,32.13161227341658,1,7.639069730867494,Bronze
429,30,M,172.9428925519035,7,6.749743132892859,Silver
430,24,F,55.119330075541015,4,5.216466911161024,Silver
431,53,M,110.12655032053702,7,9.516684632118253,Bronze
432,62,M,10.04120172911258,5,5.765184622788867,Silver
433,37,M,97.77920690653742,5,8.093967724807417,Silver
434,18,F,60.105613796278504,3,5.048947345368784,Bronze
435,25,M,88.33601040666048,5,6.676976972757585,Gold
436,63,F,18.39399149231579,5,8.489435695679447,Silver
437,33,F,133.51213047485325,4,6.625458741299809,Bronze
438,31,F,198.62942632118776,3,6.447325186950959,Bronze
439,29,M,24.429032668853935,3,7.015954402523022,Bronze
440,68,M,10.061021126280096,5,4.995995661347608,Bronze
441,40,M,2.392245993157399,10,4.713779639430977,Silver
442,32,M,102.71426880495873,2,8.071354724040892,Bronze
443,45,F,93.41849733239181,5,6.3666851115733,Silver
444,51,F,79.11954133835657,3,8.059727140872184,Silver
445,19,F,26.389666294128883,4,8.677274525726062,Silver
446,49,M,49.57826650652052,6,8.797963913493195,Silver
447,40,F,90.2576047539322,3,4.568487573135492,Bronze
448,39,M,68.6701714991916,4,5.953256067619153,Bronze
449,68,F,440.51331633813265,4,7.806377960565708,Silver
450,42,M,14.669161261532732,5,7.829502507855478,Bronze
451,39,M,118.79175624204636,8,10.0,Bronze
452,39,F,51.804960081039944,5,5.638579700150378,Silver
453,66,F,55.896532565171576,6,8.752252602181146,Silver
454,69,F,126.44228614190529,3,7.55841191505781,Bronze
455,59,F,117.90725753198146,4,4.539646200004795,Silver
456,23,M,473.938680786437,5,6.1782771449101075,Silver
457,32,F,13.74181241365831,6,7.393792018484987,Bronze
458,60,F,10.99372500406554,7,4.443449937555601,Bronze
459,54,F,128.8582765673542,5,3.8891409925425307,Gold
460,50,M,86.36672504679804,2,4.3581361320450345,Bronze
461,25,M,32.04265924500261,6,7.388700482626509,Bronze
462,61,F,8.275068734779747,4,6.27299911189984,Bronze
463,61,M,8.955087106390794,2,6.070066454029573,Silver
464,22,F,224.6118512465589,4,6.121567247251408,Bronze
465,56,M,21.302903185996403,2,4.863816382513093,Bronze
466,21,M,39.06329929475808,3,6.315395225739839,Bronze
467,23,M,25.70318300956333,4,4.269402927892246,Gold
468,62,M,43.849923481042076,7,8.78146170903836,Bronze
469,49,F,7.195136073162983,5,9.538494581015826,Bronze
470,69,F,73.20123220255348,5,3.510904429916242,Gold
471,47,F,7.000684637744136,7,6.296305511013868,Bronze
472,64,M,161.1222042159252,9,6.393982854047803,Gold
473,52,F,26.619730768420602,7,6.738273240074462,Gold
474,57,F,77.65546911485947,6,8.5022956365616,Silver
475,69,F,212.09228164897416,6,6.300683826709104,Bronze
476,33,M,105.23320404102641,9,6.8676228059030695,Silver
477,30,M,76.13356325747317,2,10.0,Silver
478,67,M,39.2056042484146,3,6.833060638592039,Gold
479,59,F,40.49681012238468,9,9.64935979044911,Bronze
480,47,F,110.71091505697362,3,7.752981486083249,Silver
481,36,F,513.9496674707304,8,6.169436510386226,Bronze
482,34,M,108.42337269652312,5,5.918899019236854,Bronze
483,36,M,81.59555109679812,4,6.98909110750044,Bronze
484,45,F,131.17455241928113,9,5.310290312880164,Silver
485,43,M,62.58729279824089,2,5.70420105040645,Bronze
